,nominee_type,year,winner,award,title
4286,people,1991,False,Best Screenplay - Motion Picture,Francis Ford Coppola
4287,people,1991,True,Best Original Score - Motion Picture,Richard Horowitz
4288,people,1991,False,Best Screenplay - Motion Picture,Nicholas Kazan
4289,people,1991,True,Best Performance by an Actress in a Television Series - Musical or Comedy,Kirstie Alley
4290,people,1991,False,Best Original Score - Motion Picture,Randy Newman
4291,people,1991,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Annette O'Toole
4292,people,1991,True,Best Performance by an Actress In A Television Series - Drama,Sharon Gless
4293,people,1991,True,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Piper Laurie
4294,people,1991,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Park Overall
4295,people,1991,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Marg Helgenberger
4296,people,1991,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Faith Ford
4297,people,1991,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sherilyn Fenn
4298,people,1991,True,Best Performance by an Actress in a Supporting Role in any Motion Picture,Whoopi Goldberg
4299,people,1991,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Winona Ryder
4300,people,1991,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mary McDonnell
4301,people,1991,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shirley MacLaine
4302,people,1991,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Diane Ladd
4303,people,1991,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lorraine Bracco
4304,people,1991,True,Best Performance by an Actress In A Television Series - Drama,Patricia Wettig
4305,film,1991,True,Best Motion Picture – Non-English Language,Cyrano De Bergerac (1990)
4306,people,1991,False,Best Director - Motion Picture,Barbet Schroeder
4307,people,1991,False,Best Original Score - Motion Picture,Carmine Coppola
4308,film,1991,False,Best Motion Picture – Non-English Language,Taxi Blues
4309,people,1991,False,Best Original Score - Motion Picture,John Barry
4310,people,1991,False,Best Original Score - Motion Picture,Dave Grusin
4311,people,1991,False,Best Director - Motion Picture,Francis Ford Coppola
4312,people,1991,False,Best Director - Motion Picture,Bernardo Bertolucci
4313,people,1991,False,Best Director - Motion Picture,Martin Scorsese
4314,people,1991,True,Best Director - Motion Picture,Kevin Costner
4315,film,1991,False,Best Motion Picture – Non-English Language,Akira Kurosawa's Dreams
4316,film,1991,False,Best Motion Picture – Non-English Language,The Nasty Girl
4317,film,1991,False,Best Motion Picture – Non-English Language,Requiem For Dominic
4318,film,1990,False,Best Motion Picture – Non-English Language,My Uncle's Legacy
4319,people,1990,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Laura San Giacomo
4320,people,1990,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Brenda Fricker
4321,people,1990,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Bridget Fonda
4322,film,1990,True,Best Motion Picture – Non-English Language,Cinema Paradiso
4323,film,1990,False,Best Motion Picture – Non-English Language,Story of Women
4324,people,1990,False,Best Director - Motion Picture,Edward Zwick
4325,film,1990,False,Best Motion Picture – Non-English Language,Jesus of Montreal
4326,film,1990,False,Best Motion Picture – Non-English Language,Camille Claudel
4327,people,1990,True,Best Director - Motion Picture,Oliver Stone
4328,people,1990,True,Best Performance by an Actress in a Supporting Role in any Motion Picture,Julia Roberts
4329,people,1990,False,Best Director - Motion Picture,Peter Weir
4330,people,1990,False,Best Director - Motion Picture,Rob Reiner
4331,people,1990,False,Best Director - Motion Picture,Spike Lee
4332,people,1990,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Dianne Wiest
4333,people,1990,True,Best Performance by an Actress In A Television Series - Drama,Angela Lansbury
4334,people,1990,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Anjelica Huston
4335,people,1990,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rhea Perlman
4336,people,1990,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Susan Ruttan
4337,people,1990,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Julie Sommars
4338,people,1990,True,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Amy Madigan
4339,people,1990,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Farrah Fawcett
4340,people,1990,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Holly Hunter
4341,people,1990,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Jane Seymour
4342,people,1990,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Loretta Young
4343,people,1990,True,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Christine Lahti
4344,people,1990,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Pauline Collins
4345,people,1990,False,Best Original Score - Motion Picture,James Horner
4346,people,1990,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meg Ryan
4347,people,1990,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep
4348,people,1990,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Kathleen Turner
4349,people,1990,True,Best Original Score - Motion Picture,Alan Menken
4350,film,1990,False,Best Motion Picture - Drama,Glory
4351,people,1990,False,Best Original Score - Motion Picture,Dave Grusin
4352,people,1990,True,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Robert Duvall
4353,people,1990,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Kirstie Alley
4354,people,1990,False,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis
4355,people,1990,False,Best Performance by an Actor in a Motion Picture - Drama,Jack Lemmon
4356,people,1990,False,Best Performance by an Actor in a Motion Picture - Drama,Robin Williams
4357,people,1990,True,Best Performance by an Actor in a Motion Picture - Drama,Tom Cruise
4358,people,1990,False,Best Performance by an Actor In A Television Series - Drama,Corbin Bernsen
4359,people,1990,False,Best Performance by an Actor In A Television Series - Drama,Harry Hamlin
4360,people,1990,False,Best Performance by an Actor In A Television Series - Drama,Carroll O'Connor
4361,people,1990,False,Best Performance by an Actor In A Television Series - Drama,Ken Olin
4362,people,1990,True,Best Performance by an Actor In A Television Series - Drama,Ken Wahl
4363,people,1990,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",John Gielgud
4364,people,1990,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Ben Kingsley
4365,people,1990,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Lane Smith
4366,people,1990,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",James Woods
4367,film,1990,False,Best Motion Picture - Drama,Crimes and Misdemeanors
4368,people,1990,False,Best Original Score - Motion Picture,Ennio Morricone
4369,film,1990,False,Best Motion Picture - Drama,Dead Poets Society
4370,film,1990,False,Best Motion Picture - Drama,Do The Right Thing
4371,film,1990,True,Best Motion Picture - Drama,Born on the Fourth of July
4372,film,1990,False,Best Motion Picture - Musical or Comedy,The Little Mermaid
4373,film,1990,False,Best Motion Picture - Musical or Comedy,Shirley Valentine
4374,film,1990,False,Best Motion Picture - Musical or Comedy,The War of The Roses
4375,film,1990,False,Best Motion Picture - Musical or Comedy,When Harry Met Sally
4376,film,1990,True,Best Motion Picture - Musical or Comedy,Driving Miss Daisy
4377,people,1990,False,Best Screenplay - Motion Picture,Tom Schulman
4378,people,1990,False,Best Screenplay - Motion Picture,Spike Lee
4379,people,1990,False,Best Screenplay - Motion Picture,Kevin Jarre
4380,people,1990,False,Best Screenplay - Motion Picture,Steven Soderbergh
4381,people,1990,False,Best Screenplay - Motion Picture,Nora Ephron
4382,people,1990,False,Best Original Score - Motion Picture,John Williams
4383,people,1990,False,Best Performance by an Actor in a Motion Picture - Drama,Al Pacino
4384,people,1990,True,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jessica Tandy
4385,people,1990,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Stephanie Beacham
4386,tv-show,1990,False,Best Television Series - Musical or Comedy,The Wonder Years
4387,people,1990,False,Best Performance by an Actress In A Television Series - Drama,Jill Eikenberry
4388,people,1990,False,Best Performance by an Actress In A Television Series - Drama,Mel Harris
4389,tv-show,1990,False,Best Television Series - Drama,In The Heat of the Night (TV)
4390,tv-show,1990,False,Best Television Series - Drama,L.A. Law
4391,tv-show,1990,False,Best Television Series - Drama,"Murder, She Wrote"
4392,tv-show,1990,False,Best Television Series - Drama,thirtysomething
4393,tv-show,1990,False,Best Television Series - Drama,Wiseguy
4394,tv-show,1990,True,Best Television Series - Drama,China Beach
4395,tv-show,1990,False,Best Television Series - Musical or Comedy,Cheers
4396,tv-show,1990,False,Best Television Series - Musical or Comedy,Designing Women
4397,tv-show,1990,False,Best Television Series - Musical or Comedy,Empty Nest
4398,tv-show,1990,False,Best Television Series - Musical or Comedy,The Golden Girls
4399,tv-show,1990,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",I Know My First Name Is Steven
4400,people,1990,False,Best Performance by an Actress In A Television Series - Drama,Dana Delaney
4401,tv-show,1990,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",My Name is Bill W.
4402,tv-show,1990,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Roe vs. Wade
4403,tv-show,1990,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Small Sacrifices
4404,tv-show,1990,True,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Lonesome Dove
4405,song,1990,False,Best Original Song - Motion Picture,After All
4406,song,1990,False,Best Original Song - Motion Picture,The Girl Who Used To Be Me
4407,song,1990,False,Best Original Song - Motion Picture,I Love To See You Smile
4408,song,1990,False,Best Original Song - Motion Picture,Kiss the Girl
4409,song,1990,True,Best Original Song - Motion Picture,Under the Sea
4410,people,1990,True,Best Screenplay - Motion Picture,Oliver Stone
4411,people,1990,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Judd Hirsch
4412,people,1990,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Candice Bergen
4413,people,1990,False,Best Performance by an Actress In A Television Series - Drama,Susan Dey
4414,tv-show,1990,True,Best Television Series - Musical or Comedy,Murphy Brown
4415,people,1990,True,Best Performance by an Actress in a Motion Picture - Drama,Michelle Pfeiffer
4416,people,1990,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Marlon Brando
4417,people,1990,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Tracey Ullman
4418,people,1990,False,Best Performance by an Actress in a Motion Picture - Drama,Liv Ullmann
4419,people,1990,True,Best Performance by an Actress in a Television Series - Musical or Comedy,Jamie Lee Curtis
4420,people,1990,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Billy Crystal
4421,people,1990,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Michael Douglas
4422,people,1990,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Steve Martin
4423,people,1990,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Nicholson
4424,people,1990,True,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Morgan Freeman
4425,people,1990,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Richard Mulligan
4426,people,1990,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Fred Savage
4427,people,1990,True,Best Performance by an Actor in a Television Series - Musical or Comedy,Ted Danson
4428,people,1990,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Danny Aiello
4429,people,1990,False,Best Performance by an Actor in a Television Series - Musical or Comedy,John Goodman
4430,people,1990,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Michael Tucker
4431,people,1990,False,Best Performance by an Actress in a Motion Picture - Drama,Jessica Lange
4432,people,1990,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ed Harris
4433,people,1990,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Bruce Willis
4434,people,1990,True,Best Performance by an Actor in a Supporting Role in any Motion Picture,Denzel Washington
4435,people,1990,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Christopher Burke
4436,people,1990,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Larry Drake
4437,people,1990,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Tommy Lee Jones
4438,people,1990,True,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Dean Stockwell
4439,people,1990,False,Best Performance by an Actress in a Motion Picture - Drama,Sally Field
4440,people,1990,False,Best Performance by an Actress in a Motion Picture - Drama,Andie MacDowell
4441,people,1990,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sean Connery
4442,people,1989,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Raul Julia
4443,people,1989,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Neil Patrick Harris
4444,people,1989,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Edward James Olmos
4445,people,1989,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Alec Guinness
4446,people,1989,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,River Phoenix
4447,people,1989,True,Best Performance by an Actor in a Television Series - Musical or Comedy,Richard Mulligan
4448,people,1989,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Lou Diamond Phillips
4449,people,1989,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Larry Drake
4450,people,1989,True,Best Performance by an Actor in a Supporting Role in any Motion Picture,Martin Landau
4451,people,1989,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Armand Assante
4452,people,1989,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Kirk Cameron
4453,people,1989,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Derek Jacobi
4454,people,1989,False,Best Performance by an Actor in a Television Series - Musical or Comedy,John Goodman
4455,people,1989,True,Best Performance by an Actor in a Television Series - Musical or Comedy,Michael J. Fox
4456,people,1989,True,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Melanie Griffith
4457,people,1989,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Tony Danza
4458,people,1989,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Ted Danson
4459,people,1989,True,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Tom Hanks
4460,people,1989,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bob Hoskins
4461,people,1989,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robert De Niro
4462,people,1989,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,John Cleese
4463,people,1989,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Michael Caine
4464,people,1989,True,Best Performance by an Actress in a Television Series - Musical or Comedy,Candice Bergen
4465,people,1989,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Betty White
4466,people,1989,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Tracey Ullman
4467,people,1989,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Roseanne Barr
4468,people,1989,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Beatrice Arthur
4469,people,1989,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Susan Sarandon
4470,people,1989,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Michelle Pfeiffer
4471,people,1989,True,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Gielgud
4472,people,1989,True,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Barry Bostwick
4473,song,1989,False,Best Original Song - Motion Picture,Why Should I Worry?
4474,people,1989,False,Best Performance by an Actress in a Motion Picture - Drama,Christine Lahti
4475,people,1989,False,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep
4476,people,1989,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Judd Hirsch
4477,people,1989,True,Best Performance by an Actor in a Television Series - Musical or Comedy,Judd Hirsch
4478,song,1989,False,Best Original Song - Motion Picture,A Woman Loves a Man
4479,people,1989,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jamie Lee Curtis
4480,song,1989,True,Best Original Song - Motion Picture,Two Hearts
4481,song,1989,False,Best Original Song - Motion Picture,Twins
4482,song,1989,True,Best Original Song - Motion Picture,Let the River Run
4483,song,1989,False,Best Original Song - Motion Picture,Kokomo
4484,tv-show,1989,True,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",War and Remembrance (Parts I - VII)
4485,tv-show,1989,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",The Tenth Man
4486,tv-show,1989,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",The Murder of Mary Phagan
4487,tv-show,1989,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Jack the Ripper
4488,tv-show,1989,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Hemingway
4489,tv-show,1989,True,Best Television Series - Musical or Comedy,The Wonder Years
4490,tv-show,1989,False,Best Television Series - Musical or Comedy,Roseanne
4491,tv-show,1989,False,Best Television Series - Musical or Comedy,Murphy Brown
4492,tv-show,1989,False,Best Television Series - Musical or Comedy,The Golden Girls
4493,tv-show,1989,False,Best Television Series - Musical or Comedy,Cheers
4494,tv-show,1989,True,Best Television Series - Drama,thirtysomething
4495,tv-show,1989,False,Best Television Series - Drama,Wiseguy
4496,tv-show,1989,False,Best Television Series - Drama,"Murder, She Wrote"
4497,tv-show,1989,False,Best Television Series - Drama,L.A. Law
4498,tv-show,1989,False,Best Television Series - Drama,Beauty and the Beast (TV)
4499,people,1989,False,Best Performance by an Actress In A Television Series - Drama,Angela Lansbury
4500,people,1989,False,Best Performance by an Actress In A Television Series - Drama,Linda Hamilton
4501,people,1989,False,Best Performance by an Actress In A Television Series - Drama,Sharon Gless
4502,people,1989,True,Best Performance by an Actress in a Motion Picture - Drama,Sigourney Weaver
4503,people,1989,True,Best Performance by an Actress in a Motion Picture - Drama,Shirley MacLaine
4504,people,1989,True,Best Performance by an Actress in a Motion Picture - Drama,Jodie Foster
4505,people,1989,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Amy Irving
4506,people,1989,False,Best Director - Motion Picture,Barry Levinson
4507,people,1989,True,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Ann Jillian
4508,people,1989,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",JoBeth Williams
4509,people,1989,False,Best Screenplay - Motion Picture,Chris Gerolmo
4510,people,1989,False,Best Screenplay - Motion Picture,Robert Caswell
4511,film,1989,True,Best Motion Picture - Musical or Comedy,Working Girl
4512,film,1989,False,Best Motion Picture - Musical or Comedy,Who Framed Roger Rabbit
4513,film,1989,False,Best Motion Picture - Musical or Comedy,Midnight Run
4514,film,1989,False,Best Motion Picture - Musical or Comedy,"Fish Called Wanda, A"
4515,film,1989,False,Best Motion Picture - Musical or Comedy,Big
4516,film,1989,True,Best Motion Picture - Drama,Rain Man
4517,film,1989,False,Best Motion Picture - Drama,The Unbearable Lightness of Being
4518,film,1989,False,Best Motion Picture - Drama,Running on Empty
4519,film,1989,False,Best Motion Picture - Drama,Mississippi Burning
4520,film,1989,False,Best Motion Picture - Drama,Gorillas in the Mist: The Adventure of Dian Fossey
4521,film,1989,False,Best Motion Picture - Drama,"Cry in the Dark, A"
4522,film,1989,False,Best Motion Picture - Drama,The Accidental Tourist
4523,people,1989,True,Best Screenplay - Motion Picture,Naomi Foner
4524,people,1989,True,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Stacy Keach
4525,people,1989,True,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Michael Caine
4526,people,1989,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Jack Lemmon
4527,people,1989,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Anthony Hopkins
4528,people,1989,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Richard Chamberlain
4529,people,1989,True,Best Performance by an Actor In A Television Series - Drama,Ron Perlman
4530,people,1989,False,Best Performance by an Actor In A Television Series - Drama,Ken Wahl
4531,people,1989,False,Best Performance by an Actor In A Television Series - Drama,Carroll O'Connor
4532,people,1989,False,Best Performance by an Actor In A Television Series - Drama,Harry Hamlin
4533,people,1989,True,Best Performance by an Actor in a Motion Picture - Drama,Dustin Hoffman
4534,people,1989,False,Best Performance by an Actor in a Motion Picture - Drama,Forest Whitaker
4535,people,1989,False,Best Performance by an Actor in a Motion Picture - Drama,Edward James Olmos
4536,people,1989,False,Best Performance by an Actor in a Motion Picture - Drama,Tom Hulce
4537,people,1989,False,Best Performance by an Actor in a Motion Picture - Drama,Gene Hackman
4538,people,1989,False,Best Screenplay - Motion Picture,Ronald Bass
4539,people,1989,False,Best Screenplay - Motion Picture,Kevin Wade
4540,people,1989,False,Best Original Score - Motion Picture,John Williams
4541,people,1989,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Barbara Hershey
4542,people,1989,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Jane Seymour
4543,people,1989,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Jane Seymour
4544,people,1989,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Vanessa Redgrave
4545,people,1989,True,Best Performance by an Actress In A Television Series - Drama,Jill Eikenberry
4546,people,1989,True,Best Performance by an Actress In A Television Series - Drama,Susan Dey
4547,people,1989,True,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Katherine Helmond
4548,people,1989,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Susan Ruttan
4549,people,1989,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rhea Perlman
4550,people,1989,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Swoosie Kurtz
4551,people,1989,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jackée Harry
4552,people,1989,True,Best Performance by an Actress in a Supporting Role in any Motion Picture,Sigourney Weaver
4553,people,1989,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Diane Venora
4554,people,1989,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lena Olin
4555,people,1989,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Sônia Braga
4556,people,1989,False,Best Original Score - Motion Picture,Peter Gabriel
4557,film,1989,True,Best Motion Picture – Non-English Language,Pelle the Conqueror
4558,film,1989,False,Best Motion Picture – Non-English Language,Women on the Verge of a Nervous Breakdown
4559,film,1989,False,Best Motion Picture – Non-English Language,Salaam Bombay!
4560,film,1989,False,Best Motion Picture – Non-English Language,Hanussen
4561,film,1989,False,Best Motion Picture – Non-English Language,Babette's Feast
4562,people,1989,True,Best Director - Motion Picture,Clint Eastwood
4563,people,1989,False,Best Director - Motion Picture,Fred Schepisi
4564,people,1989,False,Best Director - Motion Picture,Alan Parker
4565,people,1989,False,Best Director - Motion Picture,Mike Nichols
4566,people,1989,False,Best Director - Motion Picture,Sidney Lumet
4567,people,1989,True,Best Original Score - Motion Picture,Maurice Jarre
4568,people,1989,False,Best Original Score - Motion Picture,Dave Grusin
4569,people,1989,False,Best Original Score - Motion Picture,Gerald Gouriet
4570,people,1989,False,Best Performance by an Actor In A Television Series - Drama,Corbin Bernsen
4571,people,1988,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Bruce Willis
4572,people,1988,True,Best Performance by an Actor in a Television Series - Musical or Comedy,Dabney Coleman
4573,people,1988,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Michael J. Fox
4574,tv-show,1988,False,Best Television Series - Musical or Comedy,Hooperman
4575,tv-show,1988,False,Best Television Series - Musical or Comedy,Moonlighting
4576,tv-show,1988,True,Best Television Series - Musical or Comedy,The Golden Girls
4577,tv-show,1988,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",After the Promise
4578,tv-show,1988,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Echoes in the Darkness
4579,tv-show,1988,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Foxfire
4580,tv-show,1988,True,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Escape From Sobibor
4581,tv-show,1988,True,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Poor Little Rich Girl: The Barbara Hutton Story
4582,song,1988,True,Best Original Song - Motion Picture,(I've Had) The Time of My Life
4583,song,1988,False,Best Original Song - Motion Picture,Nothing's Gonna Stop Us Now
4584,song,1988,False,Best Original Song - Motion Picture,The Secret Of My Success
4585,song,1988,False,Best Original Song - Motion Picture,Shakedown
4586,song,1988,False,Best Original Song - Motion Picture,Who's That Girl
4587,people,1988,False,Best Performance by an Actor in a Television Series - Musical or Comedy,John Ritter
4588,tv-show,1988,False,Best Television Series - Musical or Comedy,Family Ties
4589,people,1988,True,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robin Williams
4590,people,1988,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Patrick Swayze
4591,people,1988,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Steve Martin
4592,people,1988,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,William Hurt
4593,people,1988,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Danny DeVito
4594,people,1988,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Nicolas Cage
4595,people,1988,True,Best Performance by an Actress in a Television Series - Musical or Comedy,Tracey Ullman
4596,people,1988,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Betty White
4597,people,1988,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Cybill Shepherd
4598,people,1988,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Rue McClanahan
4599,people,1988,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Beatrice Arthur
4600,people,1988,True,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Cher
4601,people,1988,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Bette Midler
4602,tv-show,1988,False,Best Television Series - Musical or Comedy,Frank's Place
4603,tv-show,1988,False,Best Television Series - Musical or Comedy,Cheers
4604,people,1988,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Holly Hunter
4605,people,1988,False,Best Performance by an Actress in a Motion Picture - Drama,Glenn Close
4606,people,1988,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Richard Dreyfuss
4607,people,1988,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Alan Thicke
4608,people,1988,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Morgan Freeman
4609,people,1988,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Rob Lowe
4610,people,1988,True,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sean Connery
4611,people,1988,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Kirk Cameron
